UboatName,TypeOfUboat,Commissioned,FateDate,Fate,FateLatitude,FateLongitude,DaysInService,TotalShipsSunked,AverageDayPerShip,WarOutCome
U-3020,XXI,1944-12-23,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3021,XXI,1945-01-12,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3022,XXI,1945-01-25,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-3023,XXI,1945-01-22,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3024,XXI,1945-01-13,1945-05-03,Scuttled,54.087061,10.812666,488,,,Survived the war
U-3025,XXI,1945-01-20,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3026,XXI,1945-01-22,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3027,XXI,1945-01-25,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3028,XXI,1945-01-27,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-3029,XXI,1945-02-05,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-3030,XXI,1945-02-14,1945-05-08,Scuttled,54.502222,10.100556,493,,,Survived the war
U-3031,XXI,1945-02-28,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-3032,XXI,1945-02-12,1945-05-03,Sunk,54.434722,11.533889,122,,,Survived the war
U-3033,XXI,1945-02-27,1945-05-04,Scuttled,54.82745,9.426289,123,,,Survived the war
U-3034,XXI,1945-03-31,1945-05-04,Scuttled,54.82745,9.426289,123,,,Survived the war
U-3035,XXI,1945-03-01,1945-05-09,Surrendered,58.947065,5.759671,128,,,Survived the war
U-3037,XXI,1945-03-03,1945-05-03,Scuttled,53.953271,10.859286,122,,,Survived the war
U-3038,XXI,1945-03-04,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-3039,XXI,1945-03-08,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-3040,XXI,1945-03-08,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-3041,XXI,1945-03-10,1945-05-09,Surrendered,59.432656,10.471308,128,,,Survived the war
U-3044,XXI,1945-03-27,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-3501,XXI,1944-07-29,1945-05-01,Scuttled,53.500418,8.508119,486,,,Did not survive the War
U-3502,XXI,1944-08-19,1945-05-03,Stricken,53.544953,9.845074,488,,,Survived the war
U-3503,XXI,1944-09-09,1945-05-08,Scuttled,57.65,11.733333,493,,,Survived the war
U-3504,XXI,1944-09-23,1945-05-02,Scuttled,53.503455,8.138952,487,,,Survived the war
U-3505,XXI,1944-10-07,1945-04-03,Sunk,54.328034,10.165785,458,,,Did not survive the War
U-3506,XXI,1944-10-16,1945-05-03,Buried,53.528611,9.952222,488,,,Survived the war
U-3507,XXI,1944-10-19,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3508,XXI,1944-11-02,1945-03-04,Sunk,53.503455,8.138952,428,,,Did not survive the War
U-3509,XXI,1945-01-29,1945-05-03,Scuttled,52.518188,9.084702,488,,,Survived the war
U-3510,XXI,1944-11-11,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-3511,XXI,1944-11-18,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3512,XXI,1944-11-27,1945-04-08,Sunk,54.328034,10.165785,463,,,Did not survive the War
U-3513,XXI,1944-12-02,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3514,XXI,1944-12-09,1945-05-09,Surrendered,60.392303,5.296499,494,,,Survived the war
U-3515,XXI,1944-12-14,1945-05-09,Surrendered,59.432656,10.471308,494,,,Survived the war
U-3516,XXI,1944-12-18,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3517,XXI,1944-12-22,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3518,XXI,1944-12-29,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-3519,XXI,1945-01-06,1945-03-02,Sunk,54.183333,12.083333,426,,,Did not survive the War
U-3520,XXI,1945-01-12,1945-01-31,Sunk,54.466667,10.2,396,,,Did not survive the War
U-3521,XXI,1945-01-14,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3522,XXI,1945-01-21,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3523,XXI,1945-01-23,1945-05-06,Sunk,57.866667,10.816667,491,,,Survived the war
U-3524,XXI,1945-01-26,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-3525,XXI,1945-01-31,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-3526,XXI,1945-03-22,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-3527,XXI,1945-03-10,1945-05-05,Scuttled,53.500418,8.508119,124,,,Survived the war
U-3528,XXI,1945-03-18,1945-05-05,Scuttled,53.500418,8.508119,124,,,Survived the war
U-3529,XXI,1945-03-22,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-3530,XXI,1945-03-22,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-4701,XXIII,1945-01-10,1945-05-05,Scuttled,54.890739,9.923523,490,,,Survived the war
U-4702,XXIII,1945-01-12,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-4703,XXIII,1945-01-21,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-4704,XXIII,1945-03-14,1945-05-05,Scuttled,54.890739,9.923523,124,,,Survived the war
U-4705,XXIII,1945-02-02,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-4706,XXIII,1945-02-07,1945-05-09,Surrendered,58.105611,7.981374,128,,,Survived the war
U-4707,XXIII,1945-02-20,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-4709,XXIII,1945-03-03,1945-05-04,Scuttled,54.328034,10.165785,123,,,Survived the war
U-4710,XXIII,1945-05-01,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-4711,XXIII,1945-03-21,1945-05-04,Scuttled,54.328034,10.165785,123,,,Survived the war
U-4712,XXIII,1945-04-03,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
