UboatName,TypeOfUboat,Commissioned,Fate_Date,Days_in_service
U-8,IIB,1935-01-01,1945-05-05,3777
U-14,IIB,1935-01-01,1945-05-05,3777
U-17,IIB,1935-01-01,1945-05-05,3777
U-11,IIB,1935-01-01,1945-05-03,3775
U-19,IIB,1935-01-01,1944-09-11,3541
U-18,IIB,1935-01-01,1944-08-25,3524
U-9,IIB,1935-01-01,1944-08-20,3519
U-6,IIA,1935-01-01,1944-08-07,3506
U-3,IIA,1935-01-01,1944-08-01,3500
U-4,IIA,1935-01-01,1944-08-01,3500
U-10,IIB,1935-01-01,1944-08-01,3500
U-29,VIIA,1936-01-01,1945-05-05,3412
U-30,VIIA,1936-01-01,1945-05-05,3412
U-2,IIA,1935-01-01,1944-04-08,3385
U-7,IIB,1935-01-01,1944-02-18,3335
U-21,IIB,1936-01-01,1945-02-01,3319
U-20,IIB,1936-01-01,1944-09-10,3175
U-23,IIB,1936-01-01,1944-09-10,3175
U-24,IIB,1936-01-01,1944-08-25,3159
U-5,IIA,1935-01-01,1943-03-19,2999
U-28,VIIA,1936-01-01,1944-03-17,2998
U-34,VIIA,1936-01-01,1943-08-05,2773
U-37,IXA,1938-01-01,1945-05-08,2684
U-38,IXA,1938-01-01,1945-05-05,2681
U-46,VIIB,1938-01-01,1945-05-05,2681
U-56,IIC,1938-01-01,1945-05-03,2679
U-57,IIC,1938-01-01,1945-05-03,2679
U-58,IIC,1938-01-01,1945-05-03,2679
U-59,IIC,1938-01-01,1945-05-03,2679
U-60,IIC,1939-01-01,1945-05-05,2316
U-61,IIC,1939-01-01,1945-05-05,2316
U-62,IIC,1939-01-01,1945-05-05,2316
U-48,VIIB,1939-01-01,1945-05-03,2314
U-52,VIIB,1939-01-01,1945-05-03,2314
U-143,IID,1940-01-01,1945-12-22,2182
U-145,IID,1940-01-01,1945-12-22,2182
U-149,IID,1940-01-01,1945-12-21,2181
U-150,IID,1940-01-01,1945-12-21,2181
U-13,IIB,1935-01-01,1940-05-31,1977
U-120,IIB,1940-01-01,1945-05-05,1951
U-121,IIB,1940-01-01,1945-05-05,1951
U-137,IID,1940-01-01,1945-05-05,1951
U-139,IID,1940-01-01,1945-05-05,1951
U-140,IID,1940-01-01,1945-05-05,1951
U-141,IID,1940-01-01,1945-05-05,1951
U-142,IID,1940-01-01,1945-05-05,1951
U-146,IID,1940-01-01,1945-05-05,1951
U-148,IID,1940-01-01,1945-05-05,1951
U-151,IID,1940-01-01,1945-05-05,1951
U-152,IID,1940-01-01,1945-05-05,1951
U-552,VIIC,1940-01-01,1945-05-05,1951
U-554,VIIC,1940-01-01,1945-05-05,1951
U-101,VIIB,1940-01-01,1945-05-03,1949
U-103,IXB,1940-01-01,1945-05-03,1949
U-555,VIIC,1940-01-01,1945-05-03,1949
U-71,VIIC,1940-01-01,1945-05-02,1948
U-78,VIIC,1940-01-01,1945-04-16,1932
U-1,IIA,1935-01-01,1940-04-06,1922
U-72,VIIC,1940-01-01,1945-03-30,1915
U-96,VIIC,1940-01-01,1945-03-30,1915
U-181,IXD2,1941-01-01,1946-02-12,1868
U-155,IXC,1941-01-01,1945-12-21,1815
U-218,VIID,1941-01-01,1945-12-05,1799
U-31,VIIA,1936-01-01,1940-11-02,1767
U-12,IIB,1935-01-01,1939-10-08,1741
U-123,IXB,1940-01-01,1944-08-19,1692
U-107,IXB,1940-01-01,1944-08-18,1691
U-25,IA,1936-01-01,1940-08-02,1675
U-511,IXC,1941-01-01,1945-08-01,1673
U-43,IXA,1939-01-01,1943-07-30,1671
U-26,IA,1936-01-01,1940-07-01,1643
U-255,VIIC,1941-01-01,1945-05-17,1597
U-516,IXC,1941-01-01,1945-05-14,1594
U-510,IXC,1941-01-01,1945-05-10,1590
U-66,IXC,1940-01-01,1944-05-06,1587
U-351,VIIC,1941-01-01,1945-05-05,1585
U-579,VIIC,1941-01-01,1945-05-05,1585
U-708,VIIC,1941-01-01,1945-05-05,1585
U-560,VIIC,1941-01-01,1945-05-03,1583
U-704,VIIC,1941-01-01,1945-04-30,1580
U-251,VIIC,1941-01-01,1945-04-19,1569
U-108,IXB,1940-01-01,1944-04-11,1562
U-68,IXC,1940-01-01,1944-04-10,1561
U-22,IIB,1936-01-01,1940-03-27,1547
U-33,VIIA,1936-01-01,1940-02-12,1503
U-15,IIB,1936-01-01,1940-01-30,1490
U-73,VIIB,1940-01-01,1943-12-16,1445
U-36,VIIA,1936-01-01,1939-12-04,1433
U-170,IXC/40,1942-01-01,1945-11-30,1429
U-35,VIIA,1936-01-01,1939-11-29,1428
U-80,VIIC,1941-01-01,1944-11-28,1427
U-32,VIIA,1937-01-01,1940-10-30,1398
U-16,IIB,1936-01-01,1939-10-25,1393
U-256,VIIC,1941-01-01,1944-10-23,1391
U-402,VIIC,1940-01-01,1943-10-13,1381
U-168,IXC/40,1941-01-01,1944-10-06,1374
U-437,VIIC,1941-01-01,1944-10-05,1373
U-565,VIIC,1941-01-01,1944-09-30,1368
U-596,VIIC,1941-01-01,1944-09-30,1368
U-27,VIIA,1936-01-01,1939-09-20,1358
U-407,VIIC,1941-01-01,1944-09-19,1357
U-703,VIIC,1941-01-01,1944-09-16,1354
U-178,IXD2,1941-01-01,1944-08-25,1332
U-180,IXD1,1941-01-01,1944-08-23,1330
U-129,IXC,1941-01-01,1944-08-18,1325
U-608,VIIC,1941-01-01,1944-08-10,1317
U-219,XB,1942-01-01,1945-08-04,1311
U-106,IXB,1940-01-01,1943-08-02,1309
U-333,VIIC,1941-01-01,1944-07-31,1307
U-214,VIID,1941-01-01,1944-07-26,1302
U-558,VIIC,1940-01-01,1943-07-20,1296
U-67,IXC,1940-01-01,1943-07-16,1292
U-530,IXC/40,1942-01-01,1945-07-10,1286
U-586,VIIC,1941-01-01,1944-07-05,1281
U-126,IXC,1940-01-01,1943-07-03,1279
U-154,IXC,1941-01-01,1944-07-03,1279
U-441,VIIC,1941-01-01,1944-06-30,1276
U-97,VIIC,1940-01-01,1943-06-16,1262
U-373,VIIC,1941-01-01,1944-06-08,1254
U-505,IXC,1941-01-01,1944-06-04,1250
U-105,IXB,1940-01-01,1943-06-02,1248
U-453,VIIC,1941-01-01,1944-05-21,1236
U-963,VIIC,1942-01-01,1945-05-20,1235
U-190,IXC/40,1942-01-01,1945-05-14,1229
U-532,IXC/40,1942-01-01,1945-05-13,1228
U-739,VIIC,1942-01-01,1945-05-13,1228
U-956,VIIC,1942-01-01,1945-05-13,1228
U-802,IXC/40,1942-01-01,1945-05-11,1226
U-278,VIIC,1942-01-01,1945-05-09,1224
U-363,VIIC,1942-01-01,1945-05-09,1224
U-539,IXC/40,1942-01-01,1945-05-09,1224
U-637,VIIC,1942-01-01,1945-05-09,1224
U-668,VIIC,1942-01-01,1945-05-09,1224
U-712,VIIC,1942-01-01,1945-05-09,1224
U-953,VIIC,1942-01-01,1945-05-09,1224
U-125,IXC,1940-01-01,1943-05-06,1221
U-236,VIIC,1942-01-01,1945-05-05,1220
U-267,VIIC,1942-01-01,1945-05-05,1220
U-339,VIIC,1942-01-01,1945-05-05,1220
U-382,VIIC,1942-01-01,1945-05-05,1220
U-534,IXC/40,1942-01-01,1945-05-05,1220
U-733,VIIC,1942-01-01,1945-05-05,1220
U-109,IXB,1940-01-01,1943-05-04,1219
U-371,VIIC,1941-01-01,1944-05-04,1219
